Country and areas,Income Group,ISO code,Region,Sub-region,Survey year,Year*,Corr - UW vs Stunt,Corr - UW vs Wast,Corr UW vs SW,Overweight,Rural,Severe wasting,Stunting,Survey sample size (N),Type of Impacts,Under 5 population,Under 5 Stunt,Underweight,Urban,Wasting
RWANDA,Low Income,RWA,Africa,Eastern Africa,2000,2000,,,,7.1406751,0.7,3.8147316,47.917736,6792.8076,8.6886559,1312.971,0.036495655,20.270206,1,8.6886559
RWANDA,Low Income,RWA,Africa,Eastern Africa,2005,2005,,,,6.6888757,1.6,1.6672384,51.38303,3999.1394,4.8809381,1454.303,0.035331722,17.940044,3.4,4.8809381
RWANDA,Low Income,RWA,Africa,Eastern Africa,2010-11,2010,,,,6.9366403,1.8,0.90254843,44.325317,4407.6895,2.9085071,1641.692,0.026999776,11.705567,1.9,2.9085071
RWANDA,Low Income,RWA,Africa,Eastern Africa,2015,2015,,,,5.5536256,,0.43312496,36.907341,4050.627,1.9641558,1734.543,0.021277847,8.914484,,1.9641558
RWANDA,Low Income,RWA,Africa,Eastern Africa,2014-15,2015,,,,7.9498477,3.4,0.69541204,38.224499,3881.2073,2.2866125,1734.543,0.022037216,9.5820274,5.2,2.2866125
SAINT LUCIA,Upper Middle Income,LCA,Latin America and the Caribbean,Caribbean,2012,2012,,,,6.3027902,3.7,0.66570699,2.4853137,282.60028,3.6964931,10.895,0.228115071,2.7651453,3.4,3.6964931
SAMOA,Upper Middle Income,WSM,Oceania,Polynesia,1999,1999,,,,6.2,3,,6.4,1107,1.3,25.639,0.24961972,1.7,5.5,1.3
SAMOA,Upper Middle Income,WSM,Oceania,Polynesia,2014,2014,,,,5.3095918,1.4,1.3426592,4.9202862,2960.7185,3.871896,24.718,0.199056809,3.2455559,1.8,3.871896
SAO TOME AND PRINCIPE,Lower Middle Income,STP,Africa,Middle Africa,1986,1986,,,,,1.4,,32,2155,6,17.67,1.810979061,14.5,1.1,6
SAO TOME AND PRINCIPE,Lower Middle Income,STP,Africa,Middle Africa,2000,2000,,,,9.2139759,1.8,1.1836041,35.505939,1736.5115,3.9309428,23.151,1.533667617,10.161126,1.8,3.9309428
SAO TOME AND PRINCIPE,Lower Middle Income,STP,Africa,Middle Africa,2006,2006,,,,15.4,2.4,,28.9,2848,9.6,27.579,1.047898764,8,3.2,9.6
SAO TOME AND PRINCIPE,Lower Middle Income,STP,Africa,Middle Africa,2008-09,2008,,,,11.181149,2.1,5.1184907,30.591095,1750.6461,11.630895,28.419,1.076431085,14.816104,3.2,11.630895
SAO TOME AND PRINCIPE,Lower Middle Income,STP,Africa,Middle Africa,2014,2014,,,,2.4020312,,0.77540845,17.195467,1939.2166,3.9986007,30.58,0.562310889,8.7505322,,3.9986007
SAUDI ARABIA,High Income,SAU,Asia,Western Asia,1994,1994,,,,1.2,1.7,,21.4,23821,2.9,2761.921,0.00774823,13.5,1.3,2.9
SAUDI ARABIA,High Income,SAU,Asia,Western Asia,2004-05,2005,,,,6.1,,4.5,9.3,15601,11.8,2745.367,0.003387525,5.3,,11.8
SENEGAL,Low Income,SEN,Africa,Western Africa,1986,1986,,,,2.3,,1.2,26.5,630,5.1,1285.753,0.020610491,17,,5.1
SENEGAL,Low Income,SEN,Africa,Western Africa,1991-92,1992,,,,4,,,34.4,,9,1444.067,0.023821609,20.4,,9
SENEGAL,Low Income,SEN,Africa,Western Africa,1992-93,1993,,,,3.9841514,,3.0376403,29.737906,4047,9.3990755,1476.981,0.020134251,18.952311,,9.3990755
SENEGAL,Low Income,SEN,Africa,Western Africa,1996,1996,,,,,,,28.8,,8.2,1573.073,0.018308114,19.6,,8.2
SENEGAL,Low Income,SEN,Africa,Western Africa,2000,2000,,,,3.1826689,,2.9279928,26.001804,1098683,10.021495,1672.115,0.015550249,17.800383,,10.021495
SENEGAL,Low Income,SEN,Africa,Western Africa,2005,2005,,,,2.5006447,,2.2768331,19.862411,3010.1333,8.6650867,1870.068,0.010621224,14.540102,,8.6650867
SENEGAL,Low Income,SEN,Africa,Western Africa,2010-11,2011,,,,2.7325475,,2.3308733,26.634983,3925.2329,9.8055315,2248.346,0.011846479,18.402868,,9.8055315
SENEGAL,Low Income,SEN,Africa,Western Africa,2012,2012,,,,0.7,,1.2,15.5,27528,8.7,2316.858,0.006690095,14.4,,8.7
SENEGAL,Low Income,SEN,Africa,Western Africa,2012-13,2013,,,,1.4334852,,1.9322256,18.728487,5961.3984,9.0467958,2380.743,0.007866656,16.655457,,9.0467958
SENEGAL,Low Income,SEN,Africa,Western Africa,2014,2014,,,,1.3139416,,0.75258368,18.701555,5977.8301,5.879827,2439.437,0.007666341,12.754287,,5.879827
SENEGAL,Low Income,SEN,Africa,Western Africa,2015,2015,,,,1.0154302,,1.5002929,20.65456,6096.6079,7.7939258,2492.79,0.00828572,16.081383,,7.7939258
SENEGAL,Low Income,SEN,Africa,Western Africa,2016,2016,,,,0.94401491,,1.2354709,17.103212,5749.5938,7.1442695,2544.313,0.006722134,13.773102,,7.1442695
SENEGAL,Low Income,SEN,Africa,Western Africa,2017,2017,,,,0.93148911,4.9,1.464569,16.510544,10910.618,9.0095749,2583.824,0.006389965,14.445293,7,9.0095749
SERBIA,Upper Middle Income,SRB,Europe,Southern Europe,2005-06,2005,,,,19.291615,1.9,1.7995377,8.1131954,3524.9958,4.5006986,533.213,0.015215674,1.7619746,3.6,4.5006986
SERBIA,Upper Middle Income,SRB,Europe,Southern Europe,2010,2010,,,,15.601789,0.7,0.77187937,6.5829382,3004.2861,3.5077348,488.317,0.01348087,1.5902616,2.2,3.5077348
SERBIA,Upper Middle Income,SRB,Europe,Southern Europe,2014,2014,,,,13.884747,2.4,1.0889301,5.9821701,2353.0947,3.897702,469.627,0.012738131,1.7820815,7.3,3.897702
SEYCHELLES,High Income,SYC,Africa,Eastern Africa,1987-88,1988,,,,5.8,2.6,,7.7,836,2.7,8.401,0.916557553,5,4.5,2.7
SEYCHELLES,High Income,SYC,Africa,Eastern Africa,2012,2012,,,,10.2,2,1.2,7.9,5283,4.3,7.697,1.026373912,3.6,2.2,4.3
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,1989,1989,,,,,,,41.4,4424,8.4,769.566,0.053796555,23.7,,8.4
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,1990,1990,,,,,1.6,,40.9,4595,10.2,772.241,0.052962741,25.4,2.9,10.2
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,2000,2000,,,,4.7896338,,3.9225254,35.502022,1976.7157,11.619393,810.096,0.043824463,23.421196,,11.619393
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,2005,2005,,,,5.9363837,,4.2367463,44.96439,4428.4971,10.173026,991.441,0.045352563,27.151743,,10.173026
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,2008,2008,,,,10.095496,,4.5977974,37.244354,3051.646,10.482574,1066.714,0.034915033,21.530842,,10.482574
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,2010,2010,,,,9.3775797,,4.7571139,44.409405,8104.1953,9.9957762,1091.253,0.040695792,22.883476,,9.9957762
SIERRA LEONE,Low Income,SLE,Africa,Western Africa,2013,2013,,,,8.7534399,,4.4124103,37.821293,5775.9717,9.4581604,1123.225,0.033672054,18.187376,,9.4581604
SINGAPORE,High Income,SGP,Asia,South-Eastern Asia,2000,2000,,,,2.6,,0.5,4.4,16220,3.6,255.543,0.017218237,3.3,,3.6
SOLOMON ISLANDS,Lower Middle Income,SLB,Oceania,Melanesia,1989,1989,,,,1.9,,2,33.7,3980,7.4,52.056,0.647379745,16.3,,7.4
SOLOMON ISLANDS,Lower Middle Income,SLB,Oceania,Melanesia,2006-07,2007,,,,2.5,,1.4,32.8,2029,4.3,75.948,0.43187444,11.5,,4.3
SOLOMON ISLANDS,Lower Middle Income,SLB,Oceania,Melanesia,2015,2015,,,,4.5101223,1.9,3.6241055,31.64473,3766.9023,8.4654284,82.681,0.382732792,16.168694,1.9,8.4654284
SOMALIA,Low Income,SOM,Africa,Eastern Africa,2000,2000,,,,,,,29.2,3582,19.3,1804.782,0.016179239,22.8,,19.3
SOMALIA,Low Income,SOM,Africa,Eastern Africa,2006,2006,,,,4.7016511,,4.364718,42.021961,5695.5791,13.261469,2042.357,0.020575228,32.799492,,13.261469
SOMALIA,Low Income,SOM,Africa,Eastern Africa,2009,2009,,,,2.9697878,,5.1656623,25.299809,1137.1281,14.952074,2221.771,0.011387226,23.032412,,14.952074
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,1993-94,1994,,,,13.62391,,4.1594019,29.694542,4089,9.1158161,5147.3,0.005768955,14.942529,,9.1158161
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,1994-95,1995,,,,10.3,7.1,,28.7,9807,3.3,5131.453,0.005592958,8,6,3.3
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,1999,1999,,,,10.4,8.2,,30.1,1556,4.5,5151.241,0.005843252,9.8,6,4.5
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,2003-04,2004,,,,16.718567,7.8,4.3347001,35.655617,4652.189,7.7780304,5241.529,0.006802522,12.094718,5.1,7.7780304
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,2008,2008,,,,13.306687,5.3,2.3562546,24.919231,3151438,4.7895899,5333.303,0.004672382,8.754528,5,4.7895899
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,2012,2012,,,,17.152788,,3.0691702,27.210346,4892568,5.6281509,5513.938,0.00493483,8.4773188,,5.6281509
SOUTH AFRICA,Upper Middle Income,ZAF,Africa,Southern Africa,2016,2016,,,,13.273872,6.4,0.55767262,27.421284,1416.011,2.4505982,5704.84,0.00480667,5.8907628,5.6,2.4505982
SOUTH SUDAN,Low Income,SSD,Africa,Eastern Africa,2006,2006,,,,10.9,3,12.9,36.2,1329786,24.6,1427.444,0.025360014,32.5,2.9,24.6
SOUTH SUDAN,Low Income,SSD,Africa,Eastern Africa,2010,2010,,,,5.812747,2.6,11.92334,31.282568,6389.5127,24.33432,1657.58,0.018872433,29.077944,1.7,24.33432
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,1987,1987,,,,0.3,3,1.6,32.3,1974,14.9,1883.703,0.017147077,32.8,1.9,14.9
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,1993,1993,,,,,2.8,,29.7,3067,17.5,1723.845,0.017228927,33.8,3.4,17.5
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,1995,1995,,,,,3.1,,26.1,2782,15.3,1716.653,0.015204005,29.3,2.5,15.3
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,2000,2000,,,,1,2.9,2.4,18.4,2513,15.5,1641.607,0.011208529,22.8,3.5,15.5
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,2006-07,2007,,,,1.6,1.6,2.8,17.3,6648,14.7,1797.145,0.00962638,21.1,2.9,14.7
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,2009,2009,,,,0.8,0.8,1.9,19.2,2589,11.8,1797.296,0.010682714,21.6,1.4,11.8
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,2012,2012,,,,0.6,,3,14.7,7306,21.4,1743.692,0.008430388,26.3,,21.4
SRI LANKA,Lower Middle Income,LKA,Asia,Southern Asia,2016,2016,,,,2,5.8,3,17.3,7908,15.1,1601.546,0.010802063,20.5,4,15.1
STATE OF PALESTINE,Lower Middle Income,PSE,Asia,Western Asia,1996,1996,,,,4,3.7,,10.6,4451,3.6,545.313,0.019438378,3.6,3.7,3.6
STATE OF PALESTINE,Lower Middle Income,PSE,Asia,Western Asia,2002,2002,,,,,0.8,,16.1,936,9.4,578.268,0.027841762,,1.3,9.4
STATE OF PALESTINE,Lower Middle Income,PSE,Asia,Western Asia,2006-07,2007,,,,11.428408,1.2,0.69818878,13.59827,9359.4648,1.7743862,586.105,0.023201082,2.5516217,1.5,1.7743862
STATE OF PALESTINE,Lower Middle Income,PSE,Asia,Western Asia,2010,2010,,,,5.3126836,1,1.0332282,10.935661,9157.0557,3.3265843,627.864,0.017417245,3.7218857,1,3.3265843
STATE OF PALESTINE,Lower Middle Income,PSE,Asia,Western Asia,2014,2014,,,,8.150548,1.7,0.32402456,7.3959565,7221.96,1.1935701,685.624,0.01078719,1.3802572,1.4,1.1935701
SUDAN,Lower Middle Income,SDN,Africa,Northern Africa,2006,2006,,,,4.2,0.7,5.7,38.3,4151294,14.5,5253.891,0.007289835,27,0.6,14.5
SUDAN,Lower Middle Income,SDN,Africa,Northern Africa,2010,2010,,,,1.5278699,5.3,5.1385384,34.102337,12192.832,16.311554,5529.78,0.006167033,30.49444,2.9,16.311554
SUDAN,Lower Middle Income,SDN,Africa,Northern Africa,2014,2014,,,,2.9681575,1.9,5.0651164,38.243538,11718.362,16.773174,5783.862,0.006612111,33.49324,2.4,16.773174
SURINAME,Upper Middle Income,SUR,Latin America and the Caribbean,South America,1999-00,2000,,,,2.8547754,8.7,1.9523727,14.111647,1768.1985,6.9580975,53.393,0.264297698,11.111665,10.4,6.9580975
SURINAME,Upper Middle Income,SUR,Latin America and the Caribbean,South America,2006,2006,,,,4.0015206,7,1.0103054,10.64723,1980.5546,4.916182,51.002,0.208761029,7.4830747,3.8,4.916182
SURINAME,Upper Middle Income,SUR,Latin America and the Caribbean,South America,2010,2010,,,,4.0111327,8.3,1.6483366,8.7959299,2870.792,5.776701,50.043,0.175767438,6.4461889,11.5,5.776701
SYRIA,Low Income,SYR,Asia,Western Asia,1993,1993,,,,15.044909,0.9,4.5159678,32.849411,4154,9.9550896,2157.302,0.01522708,11.482908,1.4,9.9550896
SYRIA,Low Income,SYR,Asia,Western Asia,1995,1995,,,,,4.1,,26.5,2425,10.4,2185.908,0.012123109,11.3,4.2,10.4
SYRIA,Low Income,SYR,Asia,Western Asia,2000,2000,,,,,,,24.3,6262,4.9,2432.026,0.009991669,6,,4.9
SYRIA,Low Income,SYR,Asia,Western Asia,2001,2001,,,,19.7,2.4,5.4,31.1,6367,10.3,2498.158,0.012449173,11.1,1.6,10.3
SYRIA,Low Income,SYR,Asia,Western Asia,2006,2006,,,,18.746735,,4.8281627,28.690407,10594.993,10.272021,2532.363,0.0113295,10.014183,,10.272021
SYRIA,Low Income,SYR,Asia,Western Asia,2009,2009,,,,17.937963,2,5.4799867,27.624926,14288.631,11.523153,2706.049,0.010208583,10.160348,2.3,11.523153
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,1999,1999,,,,,1.8,,41.5,3599,11.4,895.515,0.046342049,,1.7,11.4
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2000,2000,,,,,3.3,,42.1,5657,9.4,892.398,0.04717626,,2.5,9.4
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2001,2001,,,,,,,43.2,3704,19.4,890.588,0.048507278,,,19.4
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2002,2002,,,,,2.2,,37.1,4543,6.1,879.315,0.042191933,,1.1,6.1
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2003,2003,,,,,,,42.4,4654,5.9,864.026,0.049072597,,,5.9
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2005,2005,,,,6.7336173,,3.5278313,33.049862,4219.2324,8.6910772,858.597,0.038492869,14.883433,,8.6910772
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2007,2007,,,,11.870621,1.1,3.6958742,39.233944,5157083,7.5418882,884.118,0.044376366,15.733523,2.5,7.5418882
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2009,2009,,,,4.2,2.9,1.3,28.8,2139,4.3,965.653,0.029824378,8.3,6,4.3
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2012,2012,,,,6.7224207,4.9,4.0705681,26.797268,5348.3706,9.8957939,1099.272,0.024377286,13.265769,3.2,9.8957939
TAJIKISTAN,Low Income,TJK,Asia,Central Asia,2017,2017,,,,3.3275361,3.6,1.8250926,17.510275,6715.9868,5.5668697,1194.242,0.01466225,7.5770659,2.9,5.5668697
THAILAND,Upper Middle Income,THA,Asia,South-Eastern Asia,1987,1987,,,,1.3,,0.9,24.6,1843,5.7,5588.077,0.00440223,20.2,,5.7
THAILAND,Upper Middle Income,THA,Asia,South-Eastern Asia,1993,1993,,,,,5.6,,21.1,11748,7.3,5224.563,0.004038615,16.3,6.6,7.3
THAILAND,Upper Middle Income,THA,Asia,South-Eastern Asia,1995,1995,,,,4.7,5.5,,18.1,4178,6.7,5125.727,0.003531206,15.4,2.3,6.7
THAILAND,Upper Middle Income,THA,Asia,South-Eastern Asia,2005-06,2006,,,,8.0041723,,1.3531029,15.741242,4711296,4.73277,4187.655,0.003758963,7.0114532,,4.73277
THAILAND,Upper Middle Income,THA,Asia,South-Eastern Asia,2012,2012,,,,10.8795,2.5,2.2399755,16.393484,9203.0264,6.7111826,4019.889,0.004078094,9.1727295,1.7,6.7111826
THAILAND,Upper Middle Income,THA,Asia,South-Eastern Asia,2015-16,2016,,,,8.2129612,,1.4181595,10.51544,11189.104,5.3883662,3767.698,0.002790946,6.6525087,,5.3883662
TIMOR-LESTE,Lower Middle Income,TLS,Asia,South-Eastern Asia,2002,2002,,,,5.7,,4.9,55.7,4133,13.7,182.111,0.305857417,40.6,,13.7
TIMOR-LESTE,Lower Middle Income,TLS,Asia,South-Eastern Asia,2003,2003,,,,,,,54.8,5255,14.3,180.672,0.303312079,41.5,,14.3
TIMOR-LESTE,Lower Middle Income,TLS,Asia,South-Eastern Asia,2007-08,2007,,,,,,7.5,53.9,,24.5,173.186,0.311226081,48.6,,24.5
TIMOR-LESTE,Lower Middle Income,TLS,Asia,South-Eastern Asia,2009-10,2009,,,,5.8391457,,7.5808935,57.548775,9113.6221,18.909454,182.286,0.315705951,44.883408,,18.909454
TIMOR-LESTE,Lower Middle Income,TLS,Asia,South-Eastern Asia,2013,2013,,,,1.3827291,,2.2691722,50.882687,1451857.8,10.534568,200.728,0.253490729,37.466068,,10.534568
TOGO,Low Income,TGO,Africa,Western Africa,1988,1988,,,,2.9,7.8,1.4,40.7,1667,5.9,660.02,0.061664798,21.7,8.4,5.9
TOGO,Low Income,TGO,Africa,Western Africa,1996,1996,,,,,,,40.2,3761,,739.48,0.054362525,16.7,,
TOGO,Low Income,TGO,Africa,Western Africa,1998,1998,,,,2.3,,3.6,33.2,3603,12.4,774.056,0.042890954,23.8,,12.4
TOGO,Low Income,TGO,Africa,Western Africa,2006,2006,,,,4.5552239,3,6.6888309,29.477528,3594.5278,16.524605,983.229,0.029980328,23.250555,3.3,16.524605
TOGO,Low Income,TGO,Africa,Western Africa,2008,2008,,,,,,0.7,26.9,3204,6,1033.691,0.026023251,20.5,,6
TOGO,Low Income,TGO,Africa,Western Africa,2010,2010,,,,1.5766984,,1.3173884,29.735109,4625.5566,5.1048131,1076.937,0.027610816,16.792599,,5.1048131
TOGO,Low Income,TGO,Africa,Western Africa,2013-14,2014,,,,1.9991226,,1.472863,27.578115,3324.5667,6.641654,1147.214,0.024039207,16.099138,,6.641654
TONGA,Upper Middle Income,TON,Oceania,Polynesia,1986,1986,,,,,4.4,,2.2,1094,1.3,14.519,0.151525587,,4.5,1.3
TONGA,Upper Middle Income,TON,Oceania,Polynesia,2012,2012,,,,17.3,,2.1,8.1,1394,5.2,13.518,0.599201065,1.9,,5.2
TRINIDAD AND TOBAGO,High Income,TTO,Latin America and the Caribbean,Caribbean,1987,1987,,,,3.5,,1.2,6.3,826,4.8,153.942,0.040924504,6.2,,4.8
TRINIDAD AND TOBAGO,High Income,TTO,Latin America and the Caribbean,Caribbean,2000,2000,,,,4.9543676,3.8,0.91264665,5.3404541,761,5.2151241,89.616,0.059592641,4.3363996,3.8,5.2151241
TRINIDAD AND TOBAGO,High Income,TTO,Latin America and the Caribbean,Caribbean,2011,2011,,,,11.373805,5.1,2.0801704,9.1907873,1094.8019,6.3955851,97.606,0.094162114,4.9085116,5,6.3955851
TUNISIA,Lower Middle Income,TUN,Africa,Northern Africa,1988,1988,,,,3.7,2,0.6,18.5,2015,3.1,1070.323,0.017284502,7.9,1.9,3.1
TUNISIA,Lower Middle Income,TUN,Africa,Northern Africa,1996-97,1997,,,,1.4,,,11.9,891,7.2,897.635,0.013257059,3.3,,7.2
TUNISIA,Lower Middle Income,TUN,Africa,Northern Africa,2000,2000,,,,,4,,16.8,10553,2.9,840.261,0.019993788,3.5,4.8,2.9
TUNISIA,Lower Middle Income,TUN,Africa,Northern Africa,2006,2006,,,,8.8,,1.2,9,2842,3.4,803.193,0.011205277,3.3,,3.4
TUNISIA,Lower Middle Income,TUN,Africa,Northern Africa,2011-12,2012,,,,14.237149,5.3,2.183634,10.131404,2677.252,3.2769871,927.519,0.010923123,2.8272307,5.5,3.2769871
TURKEY,Upper Middle Income,TUR,Asia,Western Asia,1993,1993,,,,4.9121933,0.9,1.0796758,23.56303,3255.0903,3.9194365,6445.356,0.003655815,8.7435093,1.6,3.9194365
TURKEY,Upper Middle Income,TUR,Asia,Western Asia,1995,1995,,,,,3.8,,,2871,,6438.939,,9,2.4,
TURKEY,Upper Middle Income,TUR,Asia,Western Asia,1998,1998,,,,3.7595711,2.5,0.8224082,18.845652,2866.7896,2.9812694,6565.827,0.002870263,6.9899149,2.5,2.9812694
TURKEY,Upper Middle Income,TUR,Asia,Western Asia,2003-04,2004,,,,8.7630405,1,0.39588058,15.216088,3771.7227,1.0508196,6580.174,0.002312414,3.4793358,1.5,1.0508196
TURKEY,Upper Middle Income,TUR,Asia,Western Asia,2008,2008,,,,9.7345133,,0.32499531,12.509604,2693.5913,0.98767525,6382.824,0.001959885,1.8713166,,0.98767525
TURKEY,Upper Middle Income,TUR,Asia,Western Asia,2013-14,2013,,,,11.117228,3.9,0.45864716,9.9302521,2651.3777,1.8521677,6635.619,0.001496507,2.324086,3.9,1.8521677
TURKMENISTAN,Upper Middle Income,TKM,Asia,Central Asia,2000,2000,,,,,1.3,,28.1,2928,7.1,489.648,0.057388165,10.5,1.2,7.1
TURKMENISTAN,Upper Middle Income,TKM,Asia,Central Asia,2006,2006,,,,4.4955235,1.3,2.1307805,18.868416,2039.5444,7.2120008,522.463,0.036114358,9.1844273,1.5,7.2120008
TURKMENISTAN,Upper Middle Income,TKM,Asia,Central Asia,2015-16,2015,,,,5.8847828,,1.1241981,11.460349,3718.439,4.1648726,678.766,0.016884094,3.1707988,,4.1648726
TUVALU,Upper Middle Income,TUV,Oceania,Polynesia,2007,2007,,,,6.3,3.3,0.9,10,430,3.3,1,10,1.6,0,3.3
UGANDA,Low Income,UGA,Africa,Eastern Africa,1988-89,1988,,,,3.6203868,2.5,0.88704032,47.663689,3819.1943,3.1315498,3203.494,0.014878657,19.729351,3.4,3.1315498
UGANDA,Low Income,UGA,Africa,Eastern Africa,1995,1995,,,,5,,2,45.7,5012,5.9,4142.047,0.011033192,20.8,,5.9
UGANDA,Low Income,UGA,Africa,Eastern Africa,2000-01,2000,,,,4.9231896,,1.5183036,44.888966,6314.8569,4.9781351,4842.238,0.009270293,19.186535,,4.9781351
UGANDA,Low Income,UGA,Africa,Eastern Africa,2006,2006,,,,4.8921275,1.4,2.1707454,38.345539,2742.2192,6.2027626,5935.783,0.006460064,16.32292,1,6.2027626
UGANDA,Low Income,UGA,Africa,Eastern Africa,2011,2011,,,,3.8015854,1.3,1.4595501,33.422592,2395.3262,4.6487184,6810.583,0.004907449,14.145451,0.7,4.6487184
UGANDA,Low Income,UGA,Africa,Eastern Africa,2011-12,2012,,,,5.7578421,1.1,0.94275242,33.743767,2966542.5,4.747426,6985.4,0.004830613,12.442135,0.6,4.747426
UGANDA,Low Income,UGA,Africa,Eastern Africa,2016,2016,,,,3.7486455,1.1,1.3065141,28.917191,5136.1797,3.4723263,7698.908,0.003756012,10.354877,0.8,3.4723263
UKRAINE,Lower Middle Income,UKR,Europe,Eastern Europe,2000,2000,,,,26.5,1.4,3.8,22.9,4247,8.2,2160.554,0.010599133,4.1,1.6,8.2
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,1991-92,1991,,,,5.7595568,4.6,2.848181,49.914959,6399.6641,7.8421979,4806.784,0.010384273,24.839251,5.2,7.8421979
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,1996,1996,,,,4.6093731,1.7,2.9742098,49.60323,5561.3887,8.4908619,5507.29,0.009006831,26.840544,5.2,8.4908619
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,1999,1999,,,,3.259625,4.1,2.0329754,48.344353,2648.4895,5.6072364,5829.325,0.008293302,25.335011,2.1,5.6072364
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2004-05,2004,,,,4.9251466,4.1,1.0206478,44.418945,8168.1929,3.5508606,6855.841,0.006478993,16.716604,3.3,3.5508606
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2008-09,2009,,,,4.5659723,4.5,0.80005068,43.109303,5211950.5,2.8827388,8005.096,0.005385232,16.39925,3.9,2.8827388
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2009-10,2010,,,,5.3864169,1.8,1.3201048,42.103127,7675.8911,4.8785095,8225.569,0.005118567,16.129034,1.5,4.8785095
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2010-11,2011,,,,5.2014298,2.5,1.7364773,34.922623,6497374.5,6.2959781,8455.923,0.00412996,14.064095,1.4,6.2959781
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2012-13,2013,,,,5.044507,2.9,1.4991473,37.145935,6352019,4.5362101,8943.136,0.004153569,13.081792,0.6,4.5362101
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2014,2014,,,,,,0.9,34.7,16867,3.8,9186.715,0.003777193,13.4,,3.8
UNITED REPUBLIC OF TANZANIA,Low Income,TZA,Africa,Eastern Africa,2015-16,2015,,,,3.6917503,,1.2063571,34.455605,9885.6152,4.5047326,9419.084,0.003658063,13.657393,,4.5047326
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,1988-94,1991,,,,5.4,,0.1,3.2,6662,0.7,19555.672,0.000163635,0.9,,0.7
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,1999-02,2001,,,,7,,0,3.3,2666,0.4,19382.292,0.000170259,1.1,,0.4
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,2003-06,2005,,,,8.1,7.3,0.1,3.2,3092,0.8,20273.45,0.000157842,1.1,4.1,0.8
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,2007-10,2009,,,,7.8,6.8,0,2.7,2898,0.5,20913.782,0.000129101,0.8,4.8,0.5
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,2011-12,2012,,,,6,11.3,0,2.1,600,0.5,20508.408,0.000102397,0.5,7.8,0.5
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,2013-14,2014,,,,8.2,14.8,,2.4,,0.3,19969.079,0.000120186,,11,0.3
UNITED STATES OF AMERICA,High Income,USA,Northern America,Northern America,2015-16,2016,,,,9.4,,,3.5,,0.4,19606.548,0.000178512,,,0.4
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,1987,1987,,,,,6.8,,21,3471,,258.579,0.081213092,6.5,8.2,
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,1999,1999,,,,9,,0.8,12.8,11413,2.3,274.484,0.046632955,4.7,,2.3
URUGUAY,High Income,URY,Latin America and the Caribbean,South America,2002,2002,,,,10,,0.5,14.7,7091,2.4,262.511,0.055997653,5.4,,2.4
